# tess-budget-cut: 6e434ffdebe0 2026-09-01T22:43:40+00:00
scene,face,chart,delta,triangles,u0,u1,v0,v1,nu,nv,muu,muv,mvv,mu1,mv1,cells,grid_cells,patch_cells,opt_cells,span_opt_cells,worst_cert,worst_dev,dev_samples,bands,cap_bands,snap_bands,realized_aspect
diechamfer/diechamfer,19,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,20,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,21,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,22,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,23,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,24,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,25,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,26,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,27,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,28,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,29,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,30,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,31,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,32,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,33,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,34,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,35,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,36,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,37,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,38,plane,5e-3,1,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,39,plane,5e-3,2,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,40,plane,5e-3,2,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,41,plane,5e-3,2,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,42,plane,5e-3,2,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,43,plane,5e-3,2,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,44,plane,5e-3,2,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,45,plane,5e-3,1,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,46,plane,5e-3,1,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,47,plane,5e-3,2,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,48,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,49,plane,5e-3,1,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,50,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,51,plane,5e-3,2,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,52,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,53,plane,5e-3,1,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,54,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,55,plane,5e-3,2,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,56,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,57,plane,5e-3,1,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,58,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,59,plane,5e-3,2,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,60,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,61,plane,5e-3,2,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,62,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,63,plane,5e-3,2,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,64,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,65,plane,5e-3,1,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,66,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,67,plane,5e-3,1,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_corm,0,cylinder,2e-3,36,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_corm,1,plane,2e-3,50,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_corm,2,sphere,2e-3,1030,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_corm,3,plane,2e-3,50,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_foot,0,plane,2e-3,16,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_foot,1,plane,2e-3,16,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_foot,2,cylinder,2e-3,12,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_foot,3,cylinder,2e-3,12,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_foot,4,cylinder,2e-3,12,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_stem,0,plane,2e-3,778,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_stem,1,plane,2e-3,778,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_stem,2,torus,2e-3,37440,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_stem,3,torus,2e-3,37440,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_arch,0,plane,2e-3,376,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_arch,1,plane,2e-3,376,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_arch,2,torus,2e-3,67662,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_arch,3,torus,2e-3,67662,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_pedicel,0,plane,2e-3,238,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_pedicel,1,plane,2e-3,238,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_pedicel,2,torus,2e-3,20880,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_pedicel,3,torus,2e-3,20880,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_lantern,0,plane,2e-3,11,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_lantern,1,plane,2e-3,11,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_lantern,2,cone,2e-3,199,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_lantern,3,sphere,2e-3,948,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_lantern,4,cone,2e-3,114,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_lantern,5,plane,2e-3,8,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_lantern,6,cone,2e-3,199,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_lantern,7,sphere,2e-3,948,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_lantern,8,cone,2e-3,114,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_lantern,9,plane,2e-3,8,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_leaf_a,0,plane,2e-3,16,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_leaf_a,1,plane,2e-3,16,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_leaf_a,2,nurbs,2e-3,6052,0e0,1e0,0e0,1e0,3e0,2.186e3,3.8499310870764165e-162,2.3980256884273863e0,5.152309861415624e1,1.1074093618370752e-1,6.820086987662718e0,14,1.26e3,6.558e3,4.909e3,1.226e3,2.499813826280174e-4,1.2286966478761835e-4,169456,14,14,14,5.434688627053661e2
lily/lily_leaf_a,3,nurbs,2e-3,4436,0e0,1e0,0e0,1e0,1e0,8.59e2,3.8499310870764165e-162,3.604904758816782e-1,4.9951252516098876e1,1.1433260687326584e-1,6.8112390688019735e0,14,5.23e2,8.59e2,7.9e2,5.4e2,8.506764398323465e-5,4.119738500275629e-5,124208,14,14,14,7.876360329063276e2
lily/lily_leaf_a,4,nurbs,2e-3,6196,0e0,1e0,0e0,1e0,3e0,2.25e3,3.8499310870764165e-162,2.968888750215197e0,4.84855822458499e1,1.2496365889578373e-1,6.593023301582583e0,14,1.272e3,6.75e3,6.125e3,1.24e3,2.4936865137169874e-4,1.2198465059914846e-4,173488,14,14,14,6.694906279703783e2
lily/lily_leaf_a,5,nurbs,2e-3,5202,0e0,1e0,0e0,1e0,2e0,1.105e3,3.8499310870764165e-162,7.537478847892013e-1,1.3523907934122315e1,1.1167278693276754e-1,5.5857788194382e0,14,8.2e2,2.21e3,1.551e3,8.04e2,2.4980088837804024e-4,7.181070211130989e-5,145656,14,14,14,3.859416561241005e2
lily/lily_leaf_a,6,nurbs,2e-3,5996,0e0,1e0,0e0,1e0,3e0,2.132e3,3.8499310870764165e-162,2.471459013909036e0,5.1472124331597456e1,1.141309957783102e-1,6.48168436223671e0,14,1.299e3,6.396e3,4.983e3,1.236e3,2.4890772174319443e-4,1.2243951595572897e-4,167888,14,14,14,5.618470368065136e2
lily/lily_leaf_a,7,nurbs,2e-3,4379,0e0,1e0,0e0,1e0,1e0,8.48e2,3.8499310870764165e-162,3.64011863320984e-1,4.9911664559621755e1,1.1468791000012159e-1,6.574817443585741e0,14,5.28e2,8.48e2,7.93e2,5.43e2,8.811379586152711e-5,4.161134518969015e-5,122612,14,14,14,7.955123932353908e2
lily/lily_leaf_a,8,nurbs,2e-3,6226,0e0,1e0,0e0,1e0,3e0,2.247e3,3.8499310870764165e-162,3.017807099618868e0,5.0912181962055385e1,1.2643082754958251e-1,6.541292435501701e0,14,1.299e3,6.741e3,6.176e3,1.263e3,2.4982462492491986e-4,1.2218991175192665e-4,174328,14,14,14,6.799924417424628e2
lily/lily_leaf_a,9,nurbs,2e-3,5251,0e0,1e0,0e0,1e0,2e0,1.085e3,3.8499310870764165e-162,7.217706099119513e-1,1.961486610199296e1,1.1314478856959963e-1,5.6631472830722505e0,14,8.18e2,2.17e3,1.52e3,8.09e2,2.4990997443691265e-4,7.020382884701863e-5,147028,14,14,14,3.741271156305056e2
lily/lily_leaf_b,0,plane,2e-3,2,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_leaf_b,1,plane,2e-3,2,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_leaf_b,2,nurbs,2e-3,105,0e0,1e0,0e0,1e0,1e0,4.5e1,3.8499310870764165e-162,2.9252055132817294e-3,5.184063494601089e-1,8.585150249258094e-2,1.3054201985552276e0,6,3e1,4.5e1,2.7e1,3e1,9.650306736487219e-5,3.084081553442161e-5,2940,6,6,6,3.1999996263961943e1
lily/lily_leaf_b,3,nurbs,2e-3,105,0e0,1e0,0e0,1e0,1e0,4.5e1,3.8499310870764165e-162,2.9252055132833058e-3,5.184063494600796e-1,8.585504267129324e-2,1.3054201985552294e0,6,3e1,4.5e1,2.7e1,3e1,9.650306736488608e-5,3.084081553442161e-5,2940,6,6,6,3.1999996263961943e1
lily/lily_leaf_b,4,nurbs,2e-3,120,0e0,1e0,0e0,1e0,1e0,6e1,3.8499310870764165e-162,6.2682975284624656e-3,5.208486904121399e-1,8.751967564363837e-2,1.3116884955382384e0,6,3.2e1,6e1,3.1e1,3.2e1,8.84058606824749e-5,3.0504143515364623e-5,3360,6,6,6,3.200000459933492e1
lily/lily_leaf_b,5,nurbs,2e-3,120,0e0,1e0,0e0,1e0,1e0,6e1,3.8499310870764165e-162,6.2682975284640416e-3,5.208486904121399e-1,8.753575739116488e-2,1.3116884955382384e0,6,3.2e1,6e1,3.1e1,3.2e1,8.840586068248801e-5,3.0498599566446623e-5,3360,6,6,6,3.200000459933492e1
lily/lily_leaf_c,0,plane,2e-3,2,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_leaf_c,1,plane,2e-3,2,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_leaf_c,2,nurbs,2e-3,88,0e0,1e0,0e0,1e0,1e0,3.7e1,3.8499310870764165e-162,2.2126383541310815e-3,3.46892918188675e-1,7.036710471508363e-2,1.0010954268080623e0,6,2.4e1,3.7e1,2.2e1,2.4e1,9.324838502453892e-5,3.032578103125979e-5,2464,6,6,6,2.4000002606974473e1
lily/lily_leaf_c,3,nurbs,2e-3,88,0e0,1e0,0e0,1e0,1e0,3.7e1,3.8499310870764165e-162,2.212638354131116e-3,3.4689291818868057e-1,7.040100666213596e-2,1.0010954268080623e0,6,2.4e1,3.7e1,2.2e1,2.4e1,9.324838502454039e-5,3.032578103125979e-5,2464,6,6,6,2.4000002606974473e1
lily/lily_leaf_c,4,nurbs,2e-3,102,0e0,1e0,0e0,1e0,1e0,5.1e1,3.8499310870764165e-162,4.794049767282126e-3,3.485207454506702e-1,7.143561274464802e-2,1.0058889277233103e0,6,2.6e1,5.1e1,2.5e1,3e1,8.04992139286282e-5,2.7489199976938502e-5,2856,6,6,6,2.800000304147022e1
lily/lily_leaf_c,5,nurbs,2e-3,102,0e0,1e0,0e0,1e0,1e0,5.1e1,3.8499310870764165e-162,4.794049767282229e-3,3.485207454506702e-1,7.159224906879415e-2,1.0058889277233103e0,6,2.6e1,5.1e1,2.5e1,3e1,8.049921392862922e-5,2.7485180671054572e-5,2856,6,6,6,2.800000304147022e1
lily/lily_bud_a,0,plane,2e-3,10,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_bud_a,1,plane,2e-3,10,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_bud_a,2,plane,2e-3,4,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_bud_a,3,cone,2e-3,157,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_bud_a,4,sphere,2e-3,223,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_bud_a,5,plane,2e-3,8,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_bud_b,0,plane,2e-3,10,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_bud_b,1,plane,2e-3,10,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_bud_b,2,plane,2e-3,4,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_bud_b,3,cone,2e-3,157,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_bud_b,4,sphere,2e-3,223,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_bud_b,5,plane,2e-3,8,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_bud_c,0,plane,2e-3,10,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_bud_c,1,plane,2e-3,10,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_bud_c,2,plane,2e-3,4,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_bud_c,3,cone,2e-3,157,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_bud_c,4,sphere,2e-3,223,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_bud_c,5,plane,2e-3,8,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_sepal_a,0,plane,2e-3,17,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_sepal_a,1,plane,2e-3,17,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_sepal_a,2,nurbs,2e-3,2790,0e0,1e0,0e0,1e0,3e0,9.13e2,3.8499310870764165e-162,1.0616980905137028e0,1.6190325454655063e1,7.096070903667123e-2,1.7054495492330861e0,10,7.23e2,2.739e3,2.185e3,6.92e2,2.486549691620064e-4,1.2104948932545197e-4,78120,10,10,10,2.4460336282565234e2
lily/lily_sepal_a,3,nurbs,2e-3,2139,0e0,1e0,0e0,1e0,2e0,3.73e2,3.8499310870764165e-162,1.661411894320655e-1,1.5935627877028725e1,7.400144772363007e-2,1.7110820480713171e0,10,2.92e2,7.46e2,3.85e2,2.65e2,2.488192046136298e-4,6.126152156780455e-5,59892,10,10,10,1.1752427198263766e2
lily/lily_sepal_a,4,nurbs,2e-3,2800,0e0,1e0,0e0,1e0,3e0,9.34e2,3.8499310870764165e-162,1.2919051635548509e0,1.5866454895331795e1,7.82943479661236e-2,1.618690477085633e0,10,6.99e2,2.802e3,2.702e3,6.93e2,2.49585164531282e-4,1.1996917760015502e-4,78400,10,10,10,2.9428842089961296e2
lily/lily_sepal_a,5,nurbs,2e-3,2304,0e0,1e0,0e0,1e0,2e0,4.36e2,3.8499310870764165e-162,3.266026882007851e-1,5.96904890872976e0,7.06525465069457e-2,1.2443784755635905e0,10,4.34e2,8.72e2,6.85e2,4.29e2,2.4998723263058327e-4,6.924041255456226e-5,64512,10,10,10,1.7198673948678683e2
lily/lily_sepal_a,6,nurbs,2e-3,2844,0e0,1e0,0e0,1e0,3e0,9.36e2,3.8499310870764165e-162,1.0869492492631427e0,1.6699470447431768e1,7.141712353550747e-2,1.7620214437873007e0,10,7.29e2,2.808e3,2.21e3,6.98e2,2.4862189462579925e-4,1.208756362568219e-4,79632,10,10,10,2.5033625414187858e2
lily/lily_sepal_a,7,nurbs,2e-3,1869,0e0,1e0,0e0,1e0,1e0,3.68e2,3.8499310870764165e-162,1.6047357602644438e-1,1.5979314223768153e1,7.31899582499772e-2,1.6997153713024837e0,10,2.57e2,3.68e2,3.68e2,2.63e2,9.058787850539059e-5,3.883002049930461e-5,52332,10,10,8,3.669050442384785e2
lily/lily_sepal_a,8,nurbs,2e-3,2838,0e0,1e0,0e0,1e0,3e0,9.33e2,3.8499310870764165e-162,1.3113696746242145e0,1.6262915927357703e1,7.97492918631775e-2,1.6232395164889473e0,10,7.29e2,2.799e3,2.722e3,7.08e2,2.494688353637442e-4,1.2028636795053286e-4,79464,10,10,10,2.9811034844376377e2
lily/lily_sepal_a,9,nurbs,2e-3,2276,0e0,1e0,0e0,1e0,2e0,4.24e2,3.8499310870764165e-162,3.1571602739558097e-1,5.380169919736317e0,7.065694236334702e-2,1.21684067835635e0,10,4.3e2,8.48e2,6.73e2,4.28e2,2.4997171710817393e-4,7.012174426434142e-5,63728,10,10,10,1.6943083935697308e2
lily/lily_sepal_b,0,plane,2e-3,17,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_sepal_b,1,plane,2e-3,17,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_sepal_b,2,nurbs,2e-3,2722,0e0,1e0,0e0,1e0,3e0,8.77e2,3.8499310870764165e-162,1.061698090513689e0,1.6169167510015335e1,6.965019747816936e-2,1.540488668039362e0,10,7.26e2,2.631e3,2.185e3,6.91e2,2.4960477701253114e-4,1.1858416521922482e-4,76216,10,10,10,2.4460336282565228e2
lily/lily_sepal_b,3,nurbs,2e-3,2061,0e0,1e0,0e0,1e0,2e0,3.6e2,3.8499310870764165e-162,1.6743611024623611e-1,1.5933162673125125e1,7.504232158506398e-2,1.584970382097671e0,10,2.94e2,7.2e2,3.87e2,2.73e2,2.496334484712777e-4,6.425496789703253e-5,57708,10,10,10,1.2039071764075074e2
lily/lily_sepal_b,4,nurbs,2e-3,2716,0e0,1e0,0e0,1e0,3e0,8.9e2,3.8499310870764165e-162,1.291905163554853e0,1.5438338448519518e1,8.065220972001179e-2,1.514260802464219e0,10,7.02e2,2.67e3,2.67e3,6.96e2,2.4883659388880754e-4,1.2042350145471725e-4,76048,10,10,10,2.9428842089961285e2
lily/lily_sepal_b,5,nurbs,2e-3,2285,0e0,1e0,0e0,1e0,2e0,4.46e2,3.8499310870764165e-162,3.195839441997493e-1,5.8802488220600235e0,6.896811740024322e-2,1.300003046815732e0,10,4.28e2,8.92e2,6.78e2,4.2e2,2.483548440982809e-4,7.067754400031207e-5,63980,10,10,10,1.696705118275307e2
lily/lily_sepal_b,6,nurbs,2e-3,2906,0e0,1e0,0e0,1e0,3e0,9.67e2,3.8499310870764165e-162,1.0869492492631565e0,1.604852961420428e1,7.039170174338216e-2,1.8592086079607708e0,10,7.29e2,2.901e3,2.21e3,7e2,2.4833336426700946e-4,1.2087563625697302e-4,81368,10,10,10,2.503362541418785e2
lily/lily_sepal_b,7,nurbs,2e-3,1927,0e0,1e0,0e0,1e0,1e0,3.84e2,3.8499310870764165e-162,1.6451158819875117e-1,1.6036310922494074e1,7.417517144233508e-2,1.84569516598687e0,10,2.6e2,3.84e2,3.84e2,2.65e2,9.003324659942068e-5,3.765498696862657e-5,53956,10,10,8,3.7263793555470465e2
lily/lily_sepal_b,8,nurbs,2e-3,2892,0e0,1e0,0e0,1e0,3e0,9.6e2,3.8499310870764165e-162,1.3165707487904659e0,1.5891532320922137e1,8.250808956437178e-2,1.7712787737023064e0,10,7.29e2,2.88e3,2.728e3,7.09e2,2.4869617587977745e-4,1.1953222988478973e-4,80976,10,10,10,3.0002131221583915e2
lily/lily_sepal_b,9,nurbs,2e-3,2263,0e0,1e0,0e0,1e0,2e0,4.44e2,3.8499310870764165e-162,3.1064989944529003e-1,5.435250539165069e0,6.930562132475963e-2,1.3308367797015026e0,10,4.26e2,8.88e2,6.31e2,4.14e2,2.491072731220767e-4,7.116012977118738e-5,63364,10,10,10,1.636108506908332e2
lily/lily_sepal_c,0,plane,2e-3,17,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_sepal_c,1,plane,2e-3,17,,,,,,,,,,,,,,,,,,,,,,,
lily/lily_sepal_c,2,nurbs,2e-3,2834,0e0,1e0,0e0,1e0,3e0,9.43e2,3.8499310870764165e-162,1.061701070431679e0,1.5876172843187875e1,7.092428494171178e-2,1.820106507660707e0,10,7.11e2,2.829e3,2.184e3,6.81e2,2.488629139037606e-4,1.2104948932583865e-4,79352,10,10,10,2.446033628256521e2
lily/lily_sepal_c,3,nurbs,2e-3,1929,0e0,1e0,0e0,1e0,1e0,3.89e2,3.8499310870764165e-162,1.641434718373448e-1,1.5891857702377592e1,7.251419513906406e-2,1.8593806038950074e0,10,2.61e2,3.89e2,3.83e2,2.67e2,9.150036873463195e-5,4.084311629016204e-5,54012,10,10,10,3.726379355547044e2
lily/lily_sepal_c,4,nurbs,2e-3,2900,0e0,1e0,0e0,1e0,3e0,9.86e2,3.8499310870764165e-162,1.2919051635548424e0,1.5438338448520048e1,7.651610474286992e-2,1.767229679906127e0,10,6.96e2,2.958e3,2.702e3,6.9e2,2.4883659388880565e-4,1.1996917760023594e-4,81200,10,10,10,2.942884208996127e2
lily/lily_sepal_c,5,nurbs,2e-3,2304,0e0,1e0,0e0,1e0,2e0,4.53e2,3.8499310870764165e-162,3.336943831652434e-1,6.0170825680487825e0,7.145171793106052e-2,1.3285841811458121e0,10,4.32e2,9.06e2,6.92e2,4.27e2,2.493787359596889e-4,7.182633192620974e-5,64512,10,10,10,1.7771963080301288e2
lily/lily_sepal_c,6,nurbs,2e-3,2736,0e0,1e0,0e0,1e0,3e0,8.86e2,3.8499310870764165e-162,1.086949249263132e0,1.6088265360436395e1,7.095716194436717e-2,1.565020915935576e0,10,7.23e2,2.658e3,2.21e3,6.96e2,2.483509771874601e-4,1.2087563625691831e-4,76608,10,10,10,2.5033625414187833e2
lily/lily_sepal_c,7,nurbs,2e-3,2087,0e0,1e0,0e0,1e0,2e0,3.55e2,3.8499310870764165e-162,1.5633963643738022e-1,1.5943843186416647e1,7.220124066917932e-2,1.5800840857047818e0,10,2.88e2,7.1e2,3.75e2,2.65e2,2.4624089784966853e-4,6.165701274610213e-5,58436,10,10,10,1.1465782632452442e2
lily/lily_sepal_c,8,nurbs,2e-3,2790,0e0,1e0,0e0,1e0,3e0,9.13e2,3.8499310870764165e-162,1.3113696746242134e0,1.618215704639277e1,7.745694775049562e-2,1.5085991218412207e0,10,7.23e2,2.739e3,2.722e3,7.02e2,2.4944359278687673e-4,1.2241854168885448e-4,78120,10,10,10,2.981103484437635e2
lily/lily_sepal_c,9,nurbs,2e-3,2282,0e0,1e0,0e0,1e0,2e0,4.43e2,3.8499310870764165e-162,3.1534270492636046e-1,5.494648586834024e0,7.18740039279797e-2,1.3557724204957693e0,10,4.26e2,8.86e2,6.73e2,4.16e2,2.495187216615305e-4,7.142506834255156e-5,63896,10,10,10,1.6625384817056045e2
budfillet/budfillet,0,torus,5e-3,8514,,,,,,,,,,,,,,,,,,,,,,,
budfillet/budfillet,1,cylinder,5e-3,149,,,,,,,,,,,,,,,,,,,,,,,
budfillet/budfillet,2,plane,5e-3,165,,,,,,,,,,,,,,,,,,,,,,,
budfillet/budfillet,3,cone,5e-3,582,,,,,,,,,,,,,,,,,,,,,,,
budfillet/budfillet,4,sphere,5e-3,648,,,,,,,,,,,,,,,,,,,,,,,
budfillet/budfillet,5,plane,5e-3,174,,,,,,,,,,,,,,,,,,,,,,,
budfillet/budfillet,6,torus,5e-3,2320,,,,,,,,,,,,,,,,,,,,,,,
budfillet/budfillet,7,torus,5e-3,8526,,,,,,,,,,,,,,,,,,,,,,,
klein/klein_bulb,0,cylinder,1e-2,268,,,,,,,,,,,,,,,,,,,,,,,
klein/klein_bulb,1,plane,1e-2,32,,,,,,,,,,,,,,,,,,,,,,,
klein/klein_bulb,2,cylinder,1e-2,266,,,,,,,,,,,,,,,,,,,,,,,
klein/klein_bulb,3,torus,1e-2,72210,,,,,,,,,,,,,,,,,,,,,,,
klein/klein_bulb,4,cone,1e-2,1320,,,,,,,,,,,,,,,,,,,,,,,
klein/klein_bulb,5,torus,1e-2,5070,,,,,,,,,,,,,,,,,,,,,,,
klein/klein_bulb,6,cylinder,1e-2,184,,,,,,,,,,,,,,,,,,,,,,,
klein/klein_bulb,7,plane,1e-2,32,,,,,,,,,,,,,,,,,,,,,,,
klein/klein_bulb,8,cylinder,1e-2,179,,,,,,,,,,,,,,,,,,,,,,,
klein/klein_bulb,9,torus,1e-2,4536,,,,,,,,,,,,,,,,,,,,,,,
klein/klein_bulb,10,cone,1e-2,1235,,,,,,,,,,,,,,,,,,,,,,,
klein/klein_bulb,11,torus,1e-2,74888,,,,,,,,,,,,,,,,,,,,,,,
klein/klein_loop_over,0,plane,1e-2,402,,,,,,,,,,,,,,,,,,,,,,,
klein/klein_loop_over,1,plane,1e-2,402,,,,,,,,,,,,,,,,,,,,,,,
klein/klein_loop_over,2,torus,1e-2,31212,,,,,,,,,,,,,,,,,,,,,,,
klein/klein_loop_over,3,torus,1e-2,31212,,,,,,,,,,,,,,,,,,,,,,,
klein/klein_loop_over,4,torus,1e-2,29502,,,,,,,,,,,,,,,,,,,,,,,
klein/klein_loop_over,5,torus,1e-2,29502,,,,,,,,,,,,,,,,,,,,,,,
klein/klein_loop_into,0,plane,1e-2,402,,,,,,,,,,,,,,,,,,,,,,,
klein/klein_loop_into,1,plane,1e-2,402,,,,,,,,,,,,,,,,,,,,,,,
klein/klein_loop_into,2,torus,1e-2,10404,,,,,,,,,,,,,,,,,,,,,,,
klein/klein_loop_into,3,torus,1e-2,10404,,,,,,,,,,,,,,,,,,,,,,,
klein/klein_loop_into,4,torus,1e-2,9900,,,,,,,,,,,,,,,,,,,,,,,
klein/klein_loop_into,5,torus,1e-2,9900,,,,,,,,,,,,,,,,,,,,,,,
tiltedcut/tiltedcut_above,0,plane,1e-2,30,,,,,,,,,,,,,,,,,,,,,,,
tiltedcut/tiltedcut_above,1,cylinder,1e-2,209,,,,,,,,,,,,,,,,,,,,,,,
tiltedcut/tiltedcut_above,2,cylinder,1e-2,209,,,,,,,,,,,,,,,,,,,,,,,
