# tess-budget-cut: 6e434ffdebe0 2026-09-01T22:43:40+00:00
scene,face,chart,delta,triangles,u0,u1,v0,v1,nu,nv,muu,muv,mvv,mu1,mv1,cells,grid_cells,patch_cells,opt_cells,span_opt_cells,worst_cert,worst_dev,dev_samples,bands,cap_bands,snap_bands,realized_aspect
heatsink5/heatsink5,26,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink5/heatsink5,27,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink5/heatsink5,28,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink5/heatsink5,29,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink5/heatsink5,30,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink7/heatsink7,0,plane,1e-2,44,,,,,,,,,,,,,,,,,,,,,,,
heatsink7/heatsink7,1,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink7/heatsink7,2,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink7/heatsink7,3,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink7/heatsink7,4,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink7/heatsink7,5,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink7/heatsink7,6,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink7/heatsink7,7,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink7/heatsink7,8,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink7/heatsink7,9,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink7/heatsink7,10,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink7/heatsink7,11,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink7/heatsink7,12,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink7/heatsink7,13,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink7/heatsink7,14,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink7/heatsink7,15,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink7/heatsink7,16,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink7/heatsink7,17,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink7/heatsink7,18,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink7/heatsink7,19,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink7/heatsink7,20,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink7/heatsink7,21,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink7/heatsink7,22,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink7/heatsink7,23,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink7/heatsink7,24,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink7/heatsink7,25,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink7/heatsink7,26,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink7/heatsink7,27,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink7/heatsink7,28,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink7/heatsink7,29,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink7/heatsink7,30,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink7/heatsink7,31,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink7/heatsink7,32,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink7/heatsink7,33,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink7/heatsink7,34,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink7/heatsink7,35,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink7/heatsink7,36,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink7/heatsink7,37,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink7/heatsink7,38,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink7/heatsink7,39,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink7/heatsink7,40,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink9/heatsink9,0,plane,1e-2,56,,,,,,,,,,,,,,,,,,,,,,,
heatsink9/heatsink9,1,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink9/heatsink9,2,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink9/heatsink9,3,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink9/heatsink9,4,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink9/heatsink9,5,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink9/heatsink9,6,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink9/heatsink9,7,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink9/heatsink9,8,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink9/heatsink9,9,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink9/heatsink9,10,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink9/heatsink9,11,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink9/heatsink9,12,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink9/heatsink9,13,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink9/heatsink9,14,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink9/heatsink9,15,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink9/heatsink9,16,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink9/heatsink9,17,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink9/heatsink9,18,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink9/heatsink9,19,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink9/heatsink9,20,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink9/heatsink9,21,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink9/heatsink9,22,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink9/heatsink9,23,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink9/heatsink9,24,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink9/heatsink9,25,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink9/heatsink9,26,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink9/heatsink9,27,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink9/heatsink9,28,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink9/heatsink9,29,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink9/heatsink9,30,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink9/heatsink9,31,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink9/heatsink9,32,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink9/heatsink9,33,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink9/heatsink9,34,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink9/heatsink9,35,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink9/heatsink9,36,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink9/heatsink9,37,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink9/heatsink9,38,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink9/heatsink9,39,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink9/heatsink9,40,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink9/heatsink9,41,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink9/heatsink9,42,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink9/heatsink9,43,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink9/heatsink9,44,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink9/heatsink9,45,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink9/heatsink9,46,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink9/heatsink9,47,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink9/heatsink9,48,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink9/heatsink9,49,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
heatsink9/heatsink9,50,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
bench/bench,0,plane,4e-3,2,,,,,,,,,,,,,,,,,,,,,,,
bench/bench,1,plane,4e-3,2,,,,,,,,,,,,,,,,,,,,,,,
bench/bench,2,plane,4e-3,2,,,,,,,,,,,,,,,,,,,,,,,
bench/bench,3,plane,4e-3,2,,,,,,,,,,,,,,,,,,,,,,,
bench/bench,4,plane,4e-3,2,,,,,,,,,,,,,,,,,,,,,,,
bench/bench,5,plane,4e-3,2,,,,,,,,,,,,,,,,,,,,,,,
bench/bench,6,plane,4e-3,2,,,,,,,,,,,,,,,,,,,,,,,
bench/bench,7,plane,4e-3,2,,,,,,,,,,,,,,,,,,,,,,,
bench/bench,8,plane,4e-3,2,,,,,,,,,,,,,,,,,,,,,,,
bench/bench,9,plane,4e-3,2,,,,,,,,,,,,,,,,,,,,,,,
bench/bench,10,plane,4e-3,2,,,,,,,,,,,,,,,,,,,,,,,
bench/bench,11,plane,4e-3,2,,,,,,,,,,,,,,,,,,,,,,,
bench/bench,12,plane,4e-3,2,,,,,,,,,,,,,,,,,,,,,,,
bench/bench,13,plane,4e-3,2,,,,,,,,,,,,,,,,,,,,,,,
bench/bench,14,plane,4e-3,2,,,,,,,,,,,,,,,,,,,,,,,
bench/bench,15,plane,4e-3,2,,,,,,,,,,,,,,,,,,,,,,,
bench/bench,16,plane,4e-3,2,,,,,,,,,,,,,,,,,,,,,,,
bench/bench,17,plane,4e-3,2,,,,,,,,,,,,,,,,,,,,,,,
bench/benchlayout,0,plane,4e-3,2,,,,,,,,,,,,,,,,,,,,,,,
bench/benchlayout,1,plane,4e-3,2,,,,,,,,,,,,,,,,,,,,,,,
bench/benchlayout,2,plane,4e-3,2,,,,,,,,,,,,,,,,,,,,,,,
bench/benchlayout,3,plane,4e-3,2,,,,,,,,,,,,,,,,,,,,,,,
bench/benchlayout,4,plane,4e-3,2,,,,,,,,,,,,,,,,,,,,,,,
bench/benchlayout,5,plane,4e-3,2,,,,,,,,,,,,,,,,,,,,,,,
bench/benchlayout,6,plane,4e-3,2,,,,,,,,,,,,,,,,,,,,,,,
bench/benchlayout,7,plane,4e-3,2,,,,,,,,,,,,,,,,,,,,,,,
bench/benchlayout,8,plane,4e-3,2,,,,,,,,,,,,,,,,,,,,,,,
bench/benchlayout,9,plane,4e-3,2,,,,,,,,,,,,,,,,,,,,,,,
bench/benchlayout,10,plane,4e-3,2,,,,,,,,,,,,,,,,,,,,,,,
bench/benchlayout,11,plane,4e-3,2,,,,,,,,,,,,,,,,,,,,,,,
bench/benchlayout,12,plane,4e-3,2,,,,,,,,,,,,,,,,,,,,,,,
bench/benchlayout,13,plane,4e-3,2,,,,,,,,,,,,,,,,,,,,,,,
bench/benchlayout,14,plane,4e-3,2,,,,,,,,,,,,,,,,,,,,,,,
bench/benchlayout,15,plane,4e-3,2,,,,,,,,,,,,,,,,,,,,,,,
bench/benchlayout,16,plane,4e-3,2,,,,,,,,,,,,,,,,,,,,,,,
bench/benchlayout,17,plane,4e-3,2,,,,,,,,,,,,,,,,,,,,,,,
